,Region,Year,Gender,Death Rate,Cause of Death,Population,Total Deaths,Life Expectancy,Age Range
367,Maharashtra,2015,Male,5,Cardio,65341135,326705,75.4,19-35
368,Karnataka,2002,Male,6.59,Cardio,56885894,374919,72.7,36-50
369,Bihar,2010,Male,8.62,Accident,99448662,856771,63.9,66+
370,West Bengal,2007,Female,5.61,Cardio,100576950,564176,70,51-65
371,Rajasthan,2011,Female,6.71,Infect,79952008,536106,69.8,51-65
372,Tamil Nadu,2001,Male,5.88,Stroke,60899999,358326,72.1,0-18
373,Bihar,2014,Female,7.9,Infect,108493202,856813,67.1,36-50
374,Andhra Pradesh,2006,Male,5.35,Cancer,48914795,261928,73.2,36-50
375,Kerala,2013,Female,5,Cardio,40870947,204354,79.8,0-18
376,Gujarat,2002,Male,7.88,Stroke,72828000,573839,69.5,66+
377,Maharashtra,2006,Female,5.91,Cancer,55648911,329034,70.3,19-35
378,Gujarat,2011,Female,6.72,Cancer,87036201,584892,70.6,36-50
379,Karnataka,2005,Male,5.72,Cancer,59836675,342209,71.2,36-50
380,Andhra Pradesh,2014,Male,5,Infect,54669346,273346,75.4,19-35
381,Tamil Nadu,2011,Male,5,Cancer,70676936,353384,77.3,36-50
382,Karnataka,2007,Female,6.26,Cardio,61888414,387121,74.5,19-35
383,Maharashtra,2000,Female,7.81,Resp,50000000,390553,70.1,51-65
384,Gujarat,2000,Female,7.98,Accident,70000000,558391,66.9,36-50
385,Bihar,2010,Female,8.25,Resp,99448662,820543,64.6,19-35
386,Karnataka,2013,Female,5,Infect,68475478,342377,74.6,66+
387,Andhra Pradesh,2000,Female,7.05,Cardio,45000000,317085,70.4,19-35
388,Gujarat,2003,Male,8.27,Cancer,74284560,614055,71.1,0-18
389,Rajasthan,2002,Female,7.71,Cardio,67493464,520111,66,19-35
390,Karnataka,2011,Female,5.28,Infect,66205363,349611,72.5,36-50
391,Bihar,2012,Male,8.72,Accident,103872536,905304,64.9,51-65
392,Uttar Pradesh,2007,Female,7.49,Cardio,178302863,1334637,66.6,36-50
393,Karnataka,2000,Female,7.13,Infect,55000000,391977,71.5,36-50
394,Gujarat,2004,Female,7.33,Diabetes,75770251,555741,68.9,51-65
395,Kerala,2011,Female,5,Accident,39907422,199537,80,0-18
396,Gujarat,2014,Female,5,Cardio,92363513,461817,71.5,19-35
397,Andhra Pradesh,2002,Male,6.65,Accident,46268820,307535,71.6,51-65
398,Tamil Nadu,2006,Male,5,Diabetes,65606595,328032,75,36-50
399,Bihar,2010,Male,9.13,Accident,99448662,907762,65.2,36-50
400,Gujarat,2012,Male,5.21,Accident,88776925,462843,72,51-65
401,Uttar Pradesh,2008,Female,8.62,Resp,182760434,1576028,66.5,51-65
402,Uttar Pradesh,2007,Male,8.46,Accident,178302863,1508896,66.6,51-65
403,Karnataka,2012,Male,5,Infect,67330854,336654,75.1,66+
404,Bihar,2001,Male,10.19,Infect,81760000,833124,62.3,0-18
405,Gujarat,2010,Female,6.55,Resp,85329609,558770,72.9,36-50
406,Bihar,2010,Female,8.8,Cardio,99448662,875208,64.2,19-35
407,Gujarat,2011,Female,5,Cardio,87036201,435181,70.5,0-18
408,Rajasthan,2002,Female,7.87,Cardio,67493464,530860,65.9,19-35
409,Rajasthan,2004,Male,7.74,Cancer,70082581,542400,67.2,19-35
410,Karnataka,2002,Male,6.9,Infect,56885894,392457,70.8,51-65
411,Kerala,2009,Female,5,Cardio,38966612,194833,79.2,36-50
412,Tamil Nadu,2004,Male,5.2,Cancer,63681813,330916,75.4,19-35
413,West Bengal,2001,Male,7.25,Accident,91440000,663181,66.9,36-50
414,Andhra Pradesh,2011,Female,5,Diabetes,52436056,262180,73.3,19-35
415,Gujarat,2005,Female,7.41,Infect,77285656,572883,68.6,0-18
416,Andhra Pradesh,2000,Female,6.86,Cancer,45000000,308785,70.9,19-35
417,Bihar,2012,Male,8.6,Accident,103872536,892808,65.5,66+
418,Kerala,2006,Male,5,Infect,37596820,187984,79.2,36-50
419,Karnataka,2000,Male,7.04,Resp,55000000,387438,71.2,51-65
420,Karnataka,2003,Female,5.19,Infect,57852955,300106,71.9,36-50
421,Bihar,2014,Male,7.3,Accident,108493202,791752,64.8,19-35
422,Andhra Pradesh,2012,Male,5.51,Diabetes,53170160,293010,73,36-50
423,Gujarat,2010,Male,6.34,Cancer,85329609,540583,69.9,51-65
424,Uttar Pradesh,2008,Female,8.09,Cardio,182760434,1477816,65.8,66+
425,Karnataka,2011,Female,5,Cardio,66205363,331026,74.5,36-50
426,Andhra Pradesh,2000,Female,6.64,Cardio,45000000,298669,70.1,51-65
427,Karnataka,2005,Male,6.09,Accident,59836675,364300,72.6,51-65
428,Bihar,2014,Female,7.96,Resp,108493202,863748,66.2,36-50
429,Tamil Nadu,2009,Female,5,Cardio,68603398,343016,78.3,19-35
430,Maharashtra,2007,Male,6.14,Stroke,56650591,347632,72.7,66+
431,Gujarat,2006,Female,7.42,Resp,78831369,585088,69,19-35
432,Andhra Pradesh,2013,Female,5,Cancer,53914543,269572,72.5,0-18
433,Bihar,2008,Female,9.54,Cardio,95213198,907868,65.1,51-65
434,Gujarat,2010,Male,6.16,Stroke,85329609,525292,71.1,51-65
435,Rajasthan,2011,Female,7.36,Cardio,79952008,588704,69.7,36-50
436,Gujarat,2008,Female,6.21,Accident,82016156,509517,70.1,19-35
437,Kerala,2010,Female,5,Resp,39434212,197171,80,19-35
438,Maharashtra,2000,Female,7.07,Diabetes,50000000,353425,68.2,66+
439,Andhra Pradesh,2013,Female,5,Cardio,53914543,269572,74.7,36-50
440,West Bengal,2005,Male,6,Cardio,97434115,584231,68.7,66+
441,Karnataka,2013,Male,5,Resp,68475478,342377,75.1,36-50
442,Bihar,2013,Male,8.42,Stroke,106157732,894265,66.3,19-35
443,Gujarat,2008,Female,5.1,Infect,82016156,418670,70.4,36-50
444,Andhra Pradesh,2011,Female,5,Cardio,52436056,262180,74.6,36-50
445,Karnataka,2015,Male,5,Accident,70823434,354117,75.2,66+
446,Tamil Nadu,2014,Female,5,Cancer,73905343,369526,78.7,36-50
447,Gujarat,2012,Male,5.83,Cardio,88776925,517722,72.1,36-50
448,Kerala,2014,Female,5,Infect,41361398,206806,80,0-18
449,Gujarat,2004,Male,8.25,Cardio,75770251,625094,69,0-18
450,Andhra Pradesh,2005,Female,6.1,Cardio,48239443,294086,72.1,66+
451,Rajasthan,2000,Female,8.62,Diabetes,65000000,560544,66.2,19-35
452,Kerala,2013,Female,5,Accident,40870947,204354,79.3,51-65
453,Tamil Nadu,2000,Female,6.1,Resp,60000000,365880,74.7,66+
454,Gujarat,2001,Female,7.85,Accident,71400000,560700,68.9,19-35
455,Bihar,2004,Male,9.91,Diabetes,87275746,864825,63.4,19-35
456,Rajasthan,2006,Female,8.01,Cardio,72771019,582570,67.4,51-65
457,Uttar Pradesh,2003,Female,8.62,Accident,161533593,1393168,63.9,36-50
458,Andhra Pradesh,2010,Female,5.05,Diabetes,51712086,260913,74,19-35
459,West Bengal,2014,Male,5,Infect,112396922,561984,72.4,51-65
460,Uttar Pradesh,2008,Female,7.61,Cardio,182760434,1391458,64.7,36-50
461,Karnataka,2013,Female,5,Resp,68475478,342377,72.3,0-18
462,Kerala,2007,Female,5,Accident,38047982,190239,78.9,19-35
463,Gujarat,2014,Male,5.54,Stroke,92363513,511664,71.1,66+
464,Karnataka,2012,Male,5,Stroke,67330854,336654,73.7,36-50
465,Gujarat,2003,Female,7.53,Diabetes,74284560,559134,70.5,19-35
466,Rajasthan,2014,Male,5.94,Stroke,84596409,502515,69.6,51-65
467,Kerala,2005,Male,5,Resp,37151008,185755,79,19-35
468,Karnataka,2005,Male,5,Cardio,59836675,299183,72.7,36-50
469,West Bengal,2001,Male,7.39,Accident,91440000,675843,68.2,0-18
470,Andhra Pradesh,2012,Male,5,Accident,53170160,265850,74.4,19-35
471,Rajasthan,2015,Male,6.15,Infect,86203741,529782,67.1,19-35
472,Tamil Nadu,2001,Male,5.54,Accident,60899999,337450,73.9,0-18
473,Bihar,2005,Female,8.63,Resp,89195812,770079,64.8,36-50
474,Gujarat,2007,Female,6.81,Resp,80407996,547600,69.8,66+
475,Tamil Nadu,2011,Female,5,Cardio,70676936,353384,78.7,19-35
476,West Bengal,2006,Female,6.61,Cardio,98993061,654693,68.9,51-65
477,West Bengal,2011,Male,5.1,Cardio,107170016,546434,69.2,36-50
478,Maharashtra,2005,Male,6.33,Infect,54664942,346156,72.4,19-35
479,Maharashtra,2013,Male,5,Cardio,63050875,315254,75.1,19-35
480,Rajasthan,2003,Male,8.46,Diabetes,68775840,581754,68.3,36-50
481,Bihar,2015,Female,7.79,Resp,110880052,863351,66.2,36-50
482,Uttar Pradesh,2005,Male,9.26,Resp,169711231,1570982,64.9,0-18
483,Andhra Pradesh,2000,Male,7.19,Cancer,45000000,323407,69.3,36-50
484,Bihar,2015,Male,7.9,Cardio,110880052,876355,66.6,19-35
485,Rajasthan,2010,Female,6.44,Infect,78461245,505422,68.3,66+
486,Bihar,2003,Male,10.79,Infect,85397011,921856,63.9,36-50
487,Andhra Pradesh,2010,Male,5.03,Stroke,51712086,260269,72,19-35
488,Gujarat,2002,Male,7.9,Diabetes,72828000,575258,69.9,0-18
489,Maharashtra,2000,Male,7.04,Cardio,50000000,351822,68.4,36-50
490,Tamil Nadu,2008,Male,5,Cardio,67589555,337947,77.1,36-50
491,Kerala,2001,Female,5.41,Resp,35420000,191716,76.9,19-35
492,Tamil Nadu,2012,Male,5,Resp,71737090,358685,77.5,51-65
493,Andhra Pradesh,2008,Female,5.79,Infect,50293997,291381,71.3,51-65
494,Tamil Nadu,2014,Female,5,Cardio,73905343,369526,77.3,19-35
495,West Bengal,2010,Female,6.03,Infect,105482299,636075,68.7,19-35
496,Rajasthan,2009,Male,6,Cardio,76998278,461973,68.9,51-65
497,Maharashtra,2006,Male,6.49,Accident,55648911,361093,71,66+
498,Gujarat,2010,Male,5.79,Infect,85329609,494041,72.4,19-35
499,Gujarat,2009,Female,6.47,Cancer,83656479,541187,70.9,19-35
500,Uttar Pradesh,2014,Female,6.05,Infect,211946073,1283173,68.6,51-65
501,Rajasthan,2012,Male,5.85,Infect,81471097,476886,71,36-50
502,Maharashtra,2005,Male,6.94,Diabetes,54664942,379585,71.6,0-18
503,Uttar Pradesh,2006,Male,7.95,Accident,173954012,1383425,66.1,51-65
504,Tamil Nadu,2011,Female,5,Infect,70676936,353384,77.7,19-35
505,Kerala,2003,Male,5.17,Cardio,36275180,187703,77.6,51-65
506,Tamil Nadu,2013,Male,5,Infect,72813146,364065,77.1,19-35
507,Andhra Pradesh,2005,Male,6.25,Stroke,48239443,301695,69.3,51-65
508,Rajasthan,2000,Male,8.31,Diabetes,65000000,539844,67.6,51-65
509,Karnataka,2006,Female,5.69,Cardio,60853898,346191,70.4,51-65
510,Rajasthan,2007,Male,7.16,Cardio,74153669,530647,69.8,51-65
511,Maharashtra,2013,Male,5,Cardio,63050875,315254,74.2,19-35
512,Bihar,2003,Male,9.49,Cardio,85397011,810519,63.5,36-50
513,Gujarat,2014,Female,5.42,Infect,92363513,501011,73.8,19-35
514,Andhra Pradesh,2014,Female,5.24,Infect,54669346,286220,74.6,19-35
515,Maharashtra,2012,Male,5.92,Cardio,61936026,366546,75,19-35
516,Maharashtra,2004,Female,6.58,Infect,53698371,353190,71.2,66+
517,Karnataka,2009,Male,5.47,Resp,64010506,350051,75,36-50
518,Bihar,2014,Female,7.45,Cardio,108493202,808469,67,36-50
519,Andhra Pradesh,2007,Female,5.88,Resp,49599602,291681,72.4,51-65
520,Bihar,2005,Male,10.47,Infect,89195812,933512,63.5,36-50
521,Bihar,2010,Female,8.35,Stroke,99448662,830543,64.3,19-35
522,Gujarat,2011,Male,5.5,Cardio,87036201,478407,71.5,36-50
523,Gujarat,2014,Female,5,Infect,92363513,461817,72.8,66+
524,Gujarat,2013,Female,5,Diabetes,90552464,452762,73.4,36-50
525,Kerala,2014,Female,5,Accident,41361398,206806,80,66+
526,Andhra Pradesh,2011,Male,5.03,Infect,52436056,263977,74.8,51-65
527,West Bengal,2008,Female,5.12,Resp,102186182,522913,69.7,36-50
528,Tamil Nadu,2000,Male,7.2,Accident,60000000,432101,74.7,36-50
529,Andhra Pradesh,2014,Female,5,Cardio,54669346,273346,73.5,19-35
530,Karnataka,2015,Female,5,Accident,70823434,354117,76.6,51-65
531,Kerala,2012,Male,5,Accident,40386311,201931,78.8,51-65
532,Uttar Pradesh,2013,Male,6.21,Cardio,206776656,1284871,67.9,66+
533,Uttar Pradesh,2001,Male,9.58,Cardio,153750000,1473362,64.2,19-35
534,Gujarat,2008,Male,5.99,Diabetes,82016156,491563,71.1,36-50
535,Karnataka,2009,Male,5,Infect,64010506,320052,74.3,19-35
536,Tamil Nadu,2015,Male,5,Diabetes,75013923,375069,79.2,66+
537,Maharashtra,2011,Female,5,Resp,60840890,304204,73.8,0-18
538,West Bengal,2013,Female,5,Resp,110626892,553134,70.6,51-65
539,Rajasthan,2007,Male,6.87,Cardio,74153669,509096,68.7,51-65
540,Gujarat,2015,Female,5.58,Resp,94210783,525762,71.7,66+
541,Kerala,2002,Female,5,Resp,35845040,179225,78.2,36-50
542,Bihar,2003,Female,10.37,Resp,85397011,885304,64.3,19-35
543,Karnataka,2002,Female,6.91,Cardio,56885894,393140,72.9,0-18
544,Rajasthan,2014,Female,6.71,Accident,84596409,567314,71.2,36-50
545,Kerala,2002,Male,5.77,Cardio,35845040,206934,78.4,0-18
546,Andhra Pradesh,2003,Male,6.68,Accident,46916583,313582,68.8,36-50
547,Bihar,2004,Female,9.94,Cardio,87275746,867478,64.3,36-50
548,Uttar Pradesh,2010,Female,7.24,Cardio,192012681,1390230,67.2,51-65
549,Andhra Pradesh,2008,Female,5.7,Resp,50293997,286778,71.4,19-35
550,West Bengal,2011,Male,6.08,Accident,107170016,651197,70.8,36-50
551,Tamil Nadu,2001,Female,6.21,Accident,60899999,378214,73,0-18
552,Tamil Nadu,2013,Female,5,Cardio,72813146,364065,77.6,36-50
553,Karnataka,2000,Male,7.09,Infect,55000000,389715,70.7,36-50
554,Gujarat,2003,Female,7.48,Infect,74284560,555808,68.8,0-18
555,Rajasthan,2015,Female,5.71,Infect,86203741,492602,70.2,36-50
556,Karnataka,2006,Female,5.67,Cardio,60853898,345222,72.5,51-65
557,Maharashtra,2014,Male,5,Cardio,64185790,320928,74.1,66+
558,Tamil Nadu,2011,Female,5.12,Infect,70676936,361753,76.3,19-35
559,Bihar,2013,Male,7.6,Resp,106157732,807132,65.6,51-65
560,Uttar Pradesh,2005,Male,8.37,Cancer,169711231,1420807,65.3,0-18
561,Andhra Pradesh,2007,Male,6.14,Accident,49599602,304405,71.5,19-35
562,West Bengal,2012,Male,5.18,Accident,108884736,563548,71.7,0-18
563,Tamil Nadu,2004,Male,5.49,Accident,63681813,349836,74.3,51-65
564,West Bengal,2006,Male,6.89,Cardio,98993061,681722,67,36-50
565,Karnataka,2015,Male,5,Cardio,70823434,354117,74.4,51-65
566,Rajasthan,2000,Male,8.96,Resp,65000000,582250,65.5,36-50
567,West Bengal,2001,Male,7.91,Resp,91440000,723743,65.3,0-18
568,Maharashtra,2014,Female,5.01,Infect,64185790,321694,74.3,19-35
569,Andhra Pradesh,2007,Male,5,Resp,49599602,247998,74.1,0-18
570,Gujarat,2002,Female,7.46,Infect,72828000,543547,69.7,19-35
571,Tamil Nadu,2010,Female,5,Stroke,69632449,348162,78.3,36-50
572,Kerala,2013,Female,5,Infect,40870947,204354,80,19-35
573,West Bengal,2011,Female,5.3,Cancer,107170016,567579,69.8,19-35
574,Gujarat,2015,Male,5,Infect,94210783,471053,73.4,36-50
575,Bihar,2009,Female,9.62,Cardio,97307888,936016,63.8,51-65
576,Karnataka,2013,Male,5,Accident,68475478,342377,74.2,36-50
577,Rajasthan,2014,Male,6.37,Stroke,84596409,539273,71.9,51-65
578,Tamil Nadu,2012,Male,5,Cardio,71737090,358685,77,0-18
579,Kerala,2007,Male,5,Cardio,38047982,190239,79.7,66+
580,Rajasthan,2004,Female,8.13,Diabetes,70082581,569930,68.7,51-65
581,Maharashtra,2013,Female,5.33,Accident,63050875,336109,73,66+
582,Karnataka,2013,Female,5,Resp,68475478,342377,75.6,0-18
583,Tamil Nadu,2009,Female,5,Accident,68603398,343016,78.4,36-50
584,Maharashtra,2011,Female,5,Infect,60840890,304204,72.2,51-65
585,Andhra Pradesh,2008,Female,5.29,Cardio,50293997,266150,71.3,19-35
586,Bihar,2010,Male,8.43,Infect,99448662,838801,65.8,0-18
587,Karnataka,2007,Female,5,Resp,61888414,309442,72,66+
588,Bihar,2005,Male,9.45,Cancer,89195812,842778,62.3,51-65
589,Bihar,2001,Male,11.2,Cardio,81760000,916057,64,0-18
590,West Bengal,2005,Female,6.36,Cancer,97434115,619230,69.5,51-65
591,Kerala,2012,Male,5,Diabetes,40386311,201931,80,36-50
592,Bihar,2009,Male,8.95,Accident,97307888,870487,63.9,19-35
593,Uttar Pradesh,2015,Female,5.81,Cardio,217244724,1261280,68.3,36-50
594,West Bengal,2011,Female,5.57,Resp,107170016,597194,70.8,0-18
595,Kerala,2007,Female,5,Cardio,38047982,190239,79.8,0-18
596,Bihar,2002,Male,9.93,Infect,83558720,829365,64.3,51-65
597,Uttar Pradesh,2003,Female,9.47,Cancer,161533593,1529369,63.8,66+
598,Andhra Pradesh,2001,Female,7.41,Cardio,45630000,338085,70.6,66+
599,Karnataka,2013,Male,5,Accident,68475478,342377,73,36-50
600,Tamil Nadu,2014,Female,5,Stroke,73905343,369526,79.6,36-50
601,Rajasthan,2003,Male,8.03,Cardio,68775840,552408,68.2,66+
602,Bihar,2007,Female,9.81,Accident,93163599,913663,63.4,36-50
603,Karnataka,2006,Female,5.87,Infect,60853898,357483,72.1,0-18
604,Bihar,2013,Female,7.33,Cardio,106157732,777906,66.5,36-50
605,Gujarat,2011,Male,5.51,Cardio,87036201,479806,70.9,51-65
606,Andhra Pradesh,2011,Female,5.18,Cardio,52436056,271528,72,36-50
607,Kerala,2005,Male,5,Infect,37151008,185755,79.8,51-65
608,West Bengal,2013,Male,5,Infect,110626892,553134,71.1,0-18
609,Gujarat,2002,Female,7.71,Cardio,72828000,561846,67.5,0-18
610,Maharashtra,2014,Male,5,Infect,64185790,320928,73.4,19-35
611,Karnataka,2009,Female,5.79,Cardio,64010506,370867,75.2,19-35
612,Andhra Pradesh,2013,Female,5,Resp,53914543,269572,73.7,0-18
613,Bihar,2000,Female,9.71,Accident,80000000,776588,63.1,19-35
614,West Bengal,2007,Female,7.2,Cardio,100576950,723955,68.7,19-35
615,Karnataka,2015,Female,5,Cardio,70823434,354117,75.2,19-35
616,Tamil Nadu,2012,Male,5,Stroke,71737090,358685,78.6,0-18
617,West Bengal,2014,Female,5.45,Infect,112396922,612228,70.7,19-35
618,Bihar,2006,Male,9.35,Infect,91158120,852238,63.5,19-35
619,Uttar Pradesh,2004,Male,9.09,Stroke,165571933,1504647,65.8,19-35
620,Karnataka,2013,Male,5,Accident,68475478,342377,74.6,66+
621,Gujarat,2015,Female,6.18,Cardio,94210783,581761,69.8,51-65
622,Tamil Nadu,2005,Male,6.13,Stroke,64637040,395932,75.7,51-65
623,Tamil Nadu,2014,Female,5,Resp,73905343,369526,77.8,19-35
624,Bihar,2005,Female,9.45,Resp,89195812,842593,64.4,19-35
625,Bihar,2008,Female,8.03,Cancer,95213198,764668,63,0-18
626,Andhra Pradesh,2006,Female,5.54,Accident,48914795,271109,70.8,36-50
627,Andhra Pradesh,2011,Male,5.65,Cardio,52436056,296161,72.8,0-18
628,Andhra Pradesh,2013,Male,5,Cardio,53914543,269572,72.9,19-35
629,Karnataka,2004,Male,6.01,Accident,58836455,353793,71.7,66+
630,Andhra Pradesh,2009,Female,5.34,Cardio,50998113,272418,72.2,0-18
631,Karnataka,2010,Male,5,Infect,65098685,325493,75,66+
632,Kerala,2011,Male,5,Cancer,39907422,199537,80,19-35
633,West Bengal,2006,Male,6.28,Cardio,98993061,622160,68.9,19-35
634,Maharashtra,2014,Female,5,Resp,64185790,320928,74,19-35
635,Tamil Nadu,2011,Female,5,Stroke,70676936,353384,76.5,19-35
636,Karnataka,2012,Male,5,Stroke,67330854,336654,76.4,36-50
637,Karnataka,2015,Male,5,Diabetes,70823434,354117,75.3,51-65
638,Tamil Nadu,2001,Female,6.49,Cardio,60899999,395433,73.9,0-18
639,Bihar,2006,Female,8.94,Accident,91158120,815084,64.6,0-18
640,Tamil Nadu,2014,Male,5,Infect,73905343,369526,77.4,0-18
641,Andhra Pradesh,2003,Female,6.73,Stroke,46916583,315932,73,36-50
642,Tamil Nadu,2012,Female,5,Accident,71737090,358685,78.7,0-18
643,Bihar,2014,Male,7.16,Accident,108493202,776556,64.1,51-65
644,West Bengal,2000,Female,8.26,Resp,90000000,743762,67.5,51-65
645,Tamil Nadu,2006,Female,5.2,Cardio,65606595,341285,74.1,36-50
646,Maharashtra,2014,Female,5,Infect,64185790,320928,75.5,51-65
647,Bihar,2009,Female,9.45,Cancer,97307888,919578,65.2,66+
648,Kerala,2010,Male,5,Diabetes,39434212,197171,79.9,66+
649,West Bengal,2008,Female,6.74,Resp,102186182,688371,69.7,19-35
650,Andhra Pradesh,2015,Female,5,Resp,55434717,277173,76.2,0-18
651,Kerala,2008,Female,5,Cancer,38504558,192522,80,0-18
652,West Bengal,2005,Female,6.59,Cardio,97434115,642073,69.8,36-50
653,Karnataka,2011,Male,5,Stroke,66205363,331026,74.3,36-50
654,Uttar Pradesh,2007,Female,8.54,Cancer,178302863,1522806,66.8,51-65
655,West Bengal,2008,Female,6.38,Cardio,102186182,652337,69.5,36-50
656,Karnataka,2003,Male,6.28,Cancer,57852955,363371,71.9,36-50
657,Maharashtra,2012,Female,5,Accident,61936026,309680,73.2,36-50
658,Andhra Pradesh,2005,Female,6.44,Cancer,48239443,310725,71.2,36-50
659,Maharashtra,2004,Female,5.82,Cardio,53698371,312734,71.4,19-35
660,West Bengal,2012,Female,5.46,Cardio,108884736,594679,71.5,51-65
661,Gujarat,2001,Male,7.53,Accident,71400000,537632,67,66+
662,Rajasthan,2015,Female,5.47,Resp,86203741,471296,70.8,51-65
663,Bihar,2003,Male,10.07,Stroke,85397011,859901,60.9,36-50
664,Uttar Pradesh,2012,Male,6.7,Infect,201733323,1352390,67.2,36-50
665,Bihar,2004,Female,9.21,Infect,87275746,803909,63.7,0-18
666,Bihar,2005,Female,9.21,Accident,89195812,821409,63.9,51-65
667,Gujarat,2011,Male,5.48,Accident,87036201,477166,72,36-50
668,West Bengal,2009,Female,7.28,Infect,103821160,755542,69.1,0-18
669,Tamil Nadu,2007,Female,5.09,Accident,66590694,338814,76.5,51-65
670,Kerala,2009,Male,5,Infect,38966612,194833,79.9,66+
671,Tamil Nadu,2005,Female,6.29,Cardio,64637040,406884,76.1,36-50
672,Rajasthan,2012,Male,6.35,Infect,81471097,517454,71.4,0-18
673,Karnataka,2004,Female,5.94,Cardio,58836455,349636,73.1,51-65
674,Tamil Nadu,2010,Female,5,Accident,69632449,348162,75.8,51-65
675,Rajasthan,2012,Female,5.19,Cardio,81471097,422552,70.5,19-35
676,Bihar,2000,Female,10.8,Resp,80000000,863954,61.3,0-18
677,Tamil Nadu,2012,Female,5,Infect,71737090,358685,78.6,0-18
678,Karnataka,2015,Female,5,Diabetes,70823434,354117,76,36-50
679,Andhra Pradesh,2009,Male,5,Cardio,50998113,254990,72.8,19-35
680,Maharashtra,2000,Female,7.45,Accident,50000000,372649,69.3,19-35
681,Kerala,2003,Male,5,Stroke,36275180,181375,77.6,0-18
682,West Bengal,2002,Male,7.46,Cardio,92903040,693238,66.8,36-50
683,Uttar Pradesh,2011,Female,7.83,Infect,196812998,1541244,67.5,51-65
684,Karnataka,2000,Female,7.25,Accident,55000000,398903,72.5,66+
685,Gujarat,2010,Male,6.25,Cardio,85329609,532944,71.6,36-50
686,Rajasthan,2012,Female,6.87,Cardio,81471097,559774,68,19-35
687,Bihar,2004,Female,10.09,Cancer,87275746,880907,63.7,36-50
688,Karnataka,2011,Male,5.22,Cardio,66205363,345619,73.9,36-50
689,Maharashtra,2010,Male,5.05,Accident,59765118,301906,73.1,19-35
690,Uttar Pradesh,2002,Male,8.45,Cardio,157593750,1332248,64.1,66+
691,Kerala,2010,Female,5,Accident,39434212,197171,78.3,0-18
692,Uttar Pradesh,2011,Male,7.53,Cardio,196812998,1482645,68.6,36-50
693,Rajasthan,2011,Male,6.85,Cancer,79952008,547788,71.2,19-35
694,Karnataka,2006,Female,5.03,Resp,60853898,305961,72.9,51-65
695,Rajasthan,2012,Female,5.84,Accident,81471097,475905,69.1,0-18
696,Gujarat,2011,Female,5.39,Cardio,87036201,468736,70.7,51-65
697,Bihar,2004,Female,10.85,Infect,87275746,946755,65.1,0-18
698,Karnataka,2008,Female,6.45,Accident,62940518,406081,74,0-18
